raw_acc:3d:mean_x,raw_acc:3d:mean_y,raw_acc:3d:mean_z,raw_acc:3d:std_x,raw_acc:3d:std_y,raw_acc:3d:std_z,raw_acc:3d:ro_xy,raw_acc:3d:ro_xz,raw_acc:3d:ro_yz,proc_gyro:3d:mean_x,proc_gyro:3d:mean_y,proc_gyro:3d:mean_z,proc_gyro:3d:std_x,proc_gyro:3d:std_y,proc_gyro:3d:std_z,proc_gyro:3d:ro_xy,proc_gyro:3d:ro_xz,proc_gyro:3d:ro_yz,raw_magnet:3d:mean_x,raw_magnet:3d:mean_y,raw_magnet:3d:mean_z,raw_magnet:3d:std_x,raw_magnet:3d:std_y,raw_magnet:3d:std_z,raw_magnet:3d:ro_xy,raw_magnet:3d:ro_xz,raw_magnet:3d:ro_yz
0.20094,-0.114816,0.981328,0.001114,0.001202,0.001823,0.029854,-0.063535,-0.088124,-0.004229,-0.004656,-0.008565,0.000937,0.001403,0.000992,-0.106403,-0.015394,-0.021352,-59.518935,-52.557795,-6.052776,1.906121,1.7312,0.238757,0.970074,0.577359,0.640897
-0.022991,-0.004009,1.008996,0.002631,0.004165,0.001975,-0.335805,-0.016281,-0.035777,-0.004312,-0.006896,-0.008585,0.00106,0.001424,0.001367,0.22225,0.170511,0.252468,-45.947181,50.75287,17.526827,1.209988,1.356473,0.547611,-0.937289,-0.923948,0.872945
-0.007675,0.007797,1.005685,0.001277,0.002338,0.00201,0.44578,-0.098457,-0.101177,-0.002149,-0.005648,-0.008351,0.001565,0.00151,0.00186,0.318766,0.541424,0.475581,-75.221113,59.065487,-67.749027,2.422438,2.152893,2.083661,-0.787096,0.981802,-0.869577
-0.009154,0.008167,1.013951,0.002386,0.002288,0.003643,0.03313,0.00937,-0.007404,-0.004895,-0.008526,-0.006852,0.001056,0.001205,0.001131,0.052899,0.040781,0.037338,-66.14566,-38.110051,-56.995584,1.76323,1.119938,1.541442,0.859789,0.980766,0.842369
-0.009825,0.005865,1.010657,0.00113,0.001698,0.001805,0.226586,-0.035859,-0.021952,-0.003598,-0.007433,-0.008071,0.001034,0.001138,0.001059,0.025055,0.054337,0.066299,-67.434773,53.705303,-49.373106,1.81303,1.409326,1.249288,-0.949991,0.978057,-0.948395
-0.00478,0.005472,1.009044,0.005021,0.004781,0.007652,0.010628,0.011291,-0.018377,-0.003969,-0.005933,-0.007987,0.001105,0.001025,0.001028,-0.086766,0.021909,0.023865,-85.221929,-1.672919,-65.061092,2.288105,0.369036,1.700213,0.26055,0.990709,0.238472
0.001816,-0.013034,1.006991,0.002072,0.002262,0.003754,0.033762,-0.009327,-0.030381,-0.003792,-0.006302,-0.010455,0.001108,0.001067,0.001074,-0.042764,0.051217,0.037964,-66.880177,-68.059367,30.008734,1.786811,1.8925,0.768577,0.921547,-0.955301,-0.831648
-0.006299,0.005064,1.008132,0.002218,0.002723,0.003767,0.178009,-0.088348,-0.006567,-0.00201,-0.005376,-0.008457,0.001073,0.001107,0.001088,0.007391,0.098038,-0.015036,-66.201391,-49.590948,-49.314235,2.123644,1.782948,1.539724,0.954418,0.977245,0.90993
0.202051,-0.114741,0.979742,0.001105,0.00114,0.001732,0.018884,0.013021,0.03568,-0.003132,-0.005246,-0.008707,0.001077,0.001206,0.001076,0.248645,0.189913,0.158703,-60.132335,-54.185101,-5.947081,1.563745,1.440852,0.251217,0.97418,0.534655,0.59288
0.201718,-0.114867,0.980551,0.001114,0.001119,0.001823,-0.01558,-0.033123,-0.048589,-0.003323,-0.005305,-0.00898,0.00097,0.001308,0.001118,-0.064176,0.04757,0.0184,-60.028858,-54.161802,-5.955761,1.589183,1.479843,0.259347,0.974736,0.553561,0.510152
-0.006483,-0.007061,1.016019,0.002563,0.001943,0.002163,0.208164,-0.092646,0.102198,-0.003981,-0.008769,-0.007148,0.001481,0.002332,0.001239,0.082411,0.13519,0.061169,-59.736607,-55.712658,-21.31238,1.94835,2.436879,0.632605,0.864177,0.937521,0.823066
-0.009509,0.005635,1.014278,0.005056,0.004911,0.007528,0.020089,-0.009859,0.004924,-0.005707,-0.00885,-0.006443,0.00107,0.001053,0.001037,-0.073585,-0.029215,0.02409,-65.201509,6.695601,-44.067161,1.678959,0.573009,1.189987,-0.364249,0.978325,-0.451707
0.2013,-0.114919,0.981077,0.001115,0.001126,0.001762,0.056928,-0.087344,-0.026141,-0.003576,-0.005701,-0.00896,0.000946,0.00134,0.001035,-0.18556,0.108739,0.011797,-59.94531,-54.111732,-5.993022,1.925328,1.747682,0.247518,0.986915,0.768997,0.777926
-0.074281,0.305323,0.951975,0.001224,0.001272,0.001946,-0.043894,-0.110956,-0.055449,-0.001484,-0.005764,-0.007088,0.001576,0.001656,0.001198,0.553481,0.49022,0.440503,-55.803797,41.968861,13.451544,1.784009,1.376103,0.518424,-0.947681,-0.893426,0.904147
0.014318,0.481883,0.442478,0.188066,0.489231,0.579001,-0.062059,-0.184944,-0.864392,0.102248,0.207637,0.046363,0.590198,1.18753,0.634546,0.369849,0.350453,0.67024,-69.786532,39.41719,38.517266,11.405234,27.568176,28.772993,-0.908596,0.740603,-0.93388
0.77895,0.267366,0.567371,0.018054,0.023102,0.014669,-0.802249,-0.873089,0.670872,-0.00584,-0.001906,-0.014623,0.01827,0.024499,0.060875,-0.268788,0.587228,-0.550023,-83.430987,87.843949,10.384481,2.179979,2.665081,0.350238,-0.866259,-0.839061,0.878211
-0.096282,0.976002,0.045239,0.296318,0.518127,0.358298,-0.18419,0.291654,-0.067452,0.073385,-0.075658,0.165811,1.654517,1.446664,0.972891,-0.339303,-0.777221,0.320858,-50.6425,-90.337727,14.960303,4.570242,4.165268,7.290851,-0.038797,0.756354,-0.589987
-0.063786,0.160869,0.991334,0.002148,0.002231,0.003343,-0.084878,0.006659,-0.008727,-0.002579,-0.005923,-0.008904,0.001025,0.001207,0.001049,0.087126,0.047074,0.04695,-49.572667,-104.845487,10.555145,1.503907,3.219201,0.507356,0.98694,-0.805339,-0.830377
0.638294,0.187669,0.75077,0.016652,0.019634,0.010179,-0.852151,-0.904401,0.675637,-0.004483,-0.007012,-0.008669,0.01062,0.021659,0.024112,-0.394709,-0.171666,-0.29341,-71.456506,86.537165,9.202633,2.027026,2.504756,0.384505,-0.859734,-0.71151,0.860918
-0.008612,0.006705,1.014023,0.001207,0.001641,0.001977,0.251409,-0.096655,-0.05819,-0.005229,-0.008737,-0.007693,0.001148,0.001023,0.001074,-0.051178,0.030205,0.054693,-63.990644,57.67153,-46.015297,1.973815,1.901345,1.430333,-0.950101,0.984499,-0.959772
-0.007997,0.005047,1.010157,0.001203,0.001683,0.002029,0.303991,-0.046911,-0.060939,-0.005688,-0.00817,-0.006603,0.001115,0.001079,0.00099,-0.094551,0.008201,0.056471,-73.06803,118.71507,-62.350369,1.919483,3.153832,1.547163,-0.987,0.984346,-0.982177
-0.015617,-0.003063,1.008334,0.0011,0.001197,0.001713,0.018526,-0.036751,-0.002426,-0.003407,-0.006404,-0.009927,0.000975,0.001043,0.001077,-0.050181,0.08637,-0.001107,-49.584639,41.735513,18.145856,1.546769,1.538751,0.631859,-0.92908,-0.93542,0.909464
0.273711,-0.147411,0.956954,0.00716,0.00547,0.00362,-0.254324,-0.268867,0.223127,-0.001385,-0.007402,-0.004003,0.008995,0.013844,0.008767,0.427921,-0.168507,0.16787,-104.056046,48.359772,20.894068,2.692452,1.480352,0.60173,-0.93273,-0.906157,0.893709
-0.010532,-0.025155,1.008624,0.002218,0.002232,0.003637,0.015397,-0.10277,-0.042208,-0.003359,-0.006069,-0.009152,0.001146,0.001468,0.001096,0.264293,0.227957,0.144968,-51.517005,10.476091,12.784416,1.647688,1.580992,0.798396,-0.345873,-0.467346,-0.531484
-0.156419,0.096304,0.989104,0.024666,0.034677,0.008721,-0.882079,0.742526,-0.78596,-0.006828,-0.007062,-0.010558,0.020932,0.020774,0.007271,0.852988,0.830466,0.602594,-53.764943,65.949734,15.085932,1.983889,2.584015,0.568912,-0.939241,-0.774699,0.836398
-0.173569,-0.016209,0.99077,0.00109,0.001136,0.001802,-0.064769,-0.007431,0.009902,-0.002721,-0.004925,-0.009593,0.001162,0.001304,0.001079,0.376181,0.248296,0.285688,-43.57481,23.007038,8.815899,1.378396,0.880719,0.306301,-0.820407,-0.9023,0.704096
-0.006733,-0.002609,1.009069,0.004542,0.004795,0.007392,0.05417,0.058291,-0.024214,-0.003311,-0.005061,-0.010587,0.001133,0.001445,0.001077,0.204065,0.222241,0.210466,-54.674068,-26.527376,4.366844,1.493465,1.309661,0.307437,0.668518,-0.166358,0.289748
-0.009218,0.005178,1.013529,0.001162,0.001335,0.001951,0.099165,-0.02695,-0.064355,-0.004775,-0.00849,-0.007083,0.001317,0.00137,0.001102,0.148689,0.205915,0.201244,-61.252111,57.034892,-44.877724,1.666701,1.604802,1.170033,-0.927689,0.973158,-0.917749
0.200554,-0.115306,0.981885,0.001121,0.001177,0.00192,0.011274,-0.123479,-0.071487,-0.003984,-0.005496,-0.008461,0.001024,0.001464,0.001015,-0.089979,0.112121,0.065298,-59.645682,-52.9725,-6.061439,1.960322,1.709451,0.297539,0.986509,0.558371,0.558367
0.201456,-0.11514,0.980795,0.001091,0.001165,0.001882,0.034402,-0.104027,-0.040755,-0.003498,-0.005514,-0.009264,0.000946,0.001256,0.001045,-0.14211,0.180848,-0.071544,-60.093409,-54.275757,-5.885606,1.533759,1.459989,0.29221,0.96428,0.573946,0.583066
0.19843,-0.115405,0.988228,0.001139,0.00115,0.001822,-0.031826,-0.043946,-0.027052,-0.006148,-0.009028,-0.006598,0.001048,0.001175,0.001098,0.044487,0.083243,0.004274,-55.958251,-41.919696,-5.948897,1.753527,1.323612,0.26147,0.927762,0.688852,0.69675
-0.009284,0.00742,1.014278,0.003531,0.003159,0.005129,0.048363,-0.183822,-0.036103,-0.004058,-0.008162,-0.007326,0.002855,0.00341,0.001752,0.525155,0.444748,0.496084,-68.194058,-44.510518,-57.38359,1.850291,1.574342,1.490387,0.862503,0.973014,0.772462
0.144352,0.960095,0.088495,0.295593,0.482691,0.406433,0.352272,0.246267,0.022938,0.013135,-0.011191,0.116732,1.654811,1.249251,0.789059,-0.471073,-0.766577,0.510627,-76.271635,-46.641293,47.538783,8.912764,6.230062,7.697217,0.511589,0.135337,0.332983
-0.013915,-0.020535,1.011505,0.002198,0.003995,0.003434,-0.283112,-0.289572,0.582552,-0.005506,-0.00931,-0.006752,0.001832,0.001548,0.001145,0.29591,-0.178843,-0.034611,-60.448745,35.47346,4.877567,1.928859,1.271033,0.283632,-0.940366,-0.674522,0.685553
-0.011109,0.921917,0.419744,0.051155,0.072585,0.060529,-0.406587,0.177411,-0.114112,0.001784,0.001777,-0.010709,0.042144,0.066694,0.030701,-0.741062,0.149855,-0.134899,231.716241,485.82173,-121.332932,0.526691,0.667564,0.601663,0.571702,-0.1959,-0.07859
0.201758,-0.114873,0.980423,0.001134,0.001053,0.001849,0.073188,-0.083537,-0.085909,-0.003285,-0.005164,-0.008809,0.000986,0.001397,0.00106,-0.148928,0.03682,-0.012967,-60.10599,-54.258426,-5.932386,1.540309,1.423836,0.247472,0.973363,0.569516,0.585298
-0.134228,-0.082209,0.99633,0.001148,0.001174,0.001742,0.004506,-0.015818,-0.021762,-0.001712,-0.00583,-0.007593,0.000946,0.001026,0.001025,0.059991,0.02956,0.005177,-40.682882,-51.609482,-1.095322,1.317004,1.746952,0.210181,0.947076,0.121558,0.104505
-0.009623,0.007942,1.015166,0.002507,0.002498,0.003738,0.066748,-0.02088,-0.082666,-0.004812,-0.008517,-0.006547,0.001333,0.001322,0.001132,0.106196,0.139153,0.134163,-66.587939,-39.713552,-57.613578,2.066604,1.492537,1.778481,0.853258,0.985579,0.806707
0.148857,0.949478,0.02859,0.356644,0.539633,0.4394,0.170713,0.466468,0.075022,0.05867,-0.027495,0.109325,1.636763,1.661946,0.964329,-0.064523,-0.771146,0.127069,-107.251899,23.912582,44.154987,4.041542,2.945822,8.64451,-0.465043,0.055331,-0.659329
0.747997,0.203707,0.63347,0.037074,0.033785,0.023017,0.677594,0.917685,0.791881,-0.002643,-0.007743,-0.007843,0.069134,0.022353,0.104036,-0.521027,-0.965699,0.442293,-97.965342,-79.536228,34.789367,2.505848,2.023255,1.065192,0.935224,-0.946952,-0.93206
-0.057447,0.018536,1.005383,0.016886,0.032791,0.017894,-0.182731,0.299511,0.074699,-0.002143,-0.006409,-0.008477,0.131316,0.047068,0.012914,0.722856,-0.683998,-0.420776,-73.575626,-39.479772,5.972465,2.331002,2.32621,0.786199,0.607497,-0.341189,-0.754646
-0.022611,-0.006967,1.010326,0.002013,0.002285,0.001822,-0.466921,-0.020609,-0.007317,-0.004652,-0.00747,-0.008561,0.000991,0.001139,0.001098,0.077468,0.030603,0.014402,-45.443422,57.094296,18.24654,1.16979,1.531321,0.523655,-0.947747,-0.930157,0.912822
-0.005786,0.006305,1.007067,0.002913,0.005566,0.004495,0.5291,-0.01965,-0.001691,-0.00252,-0.005279,-0.00893,0.00237,0.00126,0.001118,-0.033038,0.108982,-0.029958,-84.514721,-10.832284,-66.15396,2.1313,0.613545,1.650336,0.328256,0.988718,0.300519
-0.016001,-0.003737,1.009346,0.00114,0.001149,0.001792,-0.031888,-0.049067,0.054595,-0.003707,-0.006402,-0.00969,0.000945,0.001052,0.001039,-0.09872,0.024742,-0.107964,-49.563194,41.802738,18.093156,1.267198,1.233327,0.532907,-0.879339,-0.8944,0.836327
0.709425,0.150533,0.691556,0.035191,0.053064,0.029292,-0.110195,0.18639,-0.215276,-0.039625,-0.015261,-0.042686,0.021864,0.034151,0.023117,-0.05561,-0.036959,0.012455,-74.29335,21.916612,14.801492,3.072003,3.388447,3.132318,0.453366,-0.645954,-0.730258
0.133819,0.978164,-0.087267,0.016226,0.006004,0.014262,-0.261753,0.396219,0.093214,-0.001547,0.001927,-0.008262,0.041472,0.139165,0.015137,0.603369,-0.130916,0.077561,-89.590203,6.72632,71.426497,3.45125,0.70928,2.329992,-0.499697,-0.728722,0.541545
-0.015756,-0.003039,1.008419,0.001089,0.001077,0.001988,0.010019,-0.078912,0.010397,-0.003313,-0.006519,-0.009635,0.000933,0.001093,0.00099,0.018682,0.061483,-0.0332,-49.564924,41.844242,18.211591,1.549119,1.379378,0.639067,-0.962999,-0.957515,0.958193
-0.066584,0.001401,1.002664,0.001365,0.00113,0.001938,0.017297,-0.047215,-0.029139,-0.003128,-0.004782,-0.01049,0.001005,0.001199,0.00101,-0.118118,0.02411,-0.042706,-58.612101,44.915013,-16.275038,1.520488,1.307283,0.440858,-0.913962,0.883493,-0.802167
-0.006357,0.008062,1.010399,0.001388,0.001752,0.002143,0.414722,-0.044667,0.050987,-0.005615,-0.007786,-0.006889,0.001238,0.001117,0.001016,-0.163567,0.117915,-0.003723,-68.17241,116.351726,-61.279797,1.84446,3.051297,1.562859,-0.984325,0.984544,-0.978779
-0.015303,-0.003378,1.007656,0.001091,0.001108,0.001836,0.02367,0.025839,0.044059,-0.003317,-0.006127,-0.009713,0.000978,0.001063,0.001005,-0.099045,-0.014055,-0.007552,-49.592617,41.645158,18.371833,1.858663,1.67623,0.751084,-0.95947,-0.960876,0.950802
0.143686,-0.144766,0.989067,0.004657,0.00452,0.007092,0.0105,-0.001393,0.078166,-0.002865,-0.007635,-0.006814,0.001091,0.001475,0.001671,-0.051149,0.265233,0.223914,-64.011777,-3.218376,-10.805939,1.976768,1.09193,0.3475,0.034587,0.758453,0.233372
0.473435,0.176173,0.868526,0.038652,0.04339,0.039723,-0.454235,0.161189,0.133537,-0.005258,-0.005572,-0.013537,0.022377,0.024258,0.034395,0.092608,0.407251,0.220952,-104.652846,19.964433,35.765138,4.653754,2.5681,1.651433,-0.4703,-0.968283,0.443148
-0.015885,-0.003632,1.009764,0.0011,0.00112,0.002477,0.081774,-0.078167,-0.073526,-0.003884,-0.006071,-0.009805,0.000968,0.001095,0.001091,-0.021011,0.111419,-0.028991,-49.762901,41.338092,18.035267,1.231464,1.352873,0.522632,-0.763052,-0.905969,0.791403
0.412311,0.291647,0.866937,0.004143,0.003264,0.003674,-0.321633,-0.1065,0.055122,-0.004705,-0.007059,-0.010439,0.004207,0.002704,0.004005,0.209719,0.457369,0.192188,-77.401977,-103.802433,-6.628517,2.445828,3.352114,0.274188,0.990343,0.709714,0.708836
-0.007672,-0.003229,1.010198,0.004821,0.004529,0.007718,-0.009235,-0.022104,0.014075,-0.003995,-0.006478,-0.010737,0.001687,0.001611,0.002555,0.531623,0.763208,0.594333,-54.638761,-26.981188,4.281087,1.854064,1.462047,0.30493,0.662813,-0.634037,-0.277674
-0.009431,0.005884,1.008251,0.001144,0.001598,0.001912,0.153353,0.004157,-0.097513,-0.002627,-0.005025,-0.009247,0.001048,0.001236,0.001488,0.011965,0.183238,0.267621,-93.524107,101.415894,-43.292015,2.957925,3.50073,1.338662,-0.886448,0.983127,-0.911254
-0.015741,-0.003274,1.008505,0.001097,0.001165,0.001862,-0.001941,-0.004537,-0.040181,-0.003263,-0.006061,-0.009484,0.000982,0.001036,0.001121,0.045564,0.13313,0.063982,-49.567376,42.064259,18.157186,1.271456,1.291302,0.587536,-0.917575,-0.901472,0.939857
0.151136,0.166149,0.980505,0.01242,0.030382,0.015107,0.771136,-0.720996,-0.571293,-0.001821,-0.004965,-0.00839,0.025171,0.019088,0.007145,-0.799341,-0.708166,0.789194,-66.850695,59.192313,12.883843,1.746606,1.992778,0.483513,-0.738438,-0.788944,0.904662
0.044685,0.958737,0.182317,0.163702,0.1526,0.181864,0.239933,-0.266522,-0.200456,-0.013119,0.075832,0.029014,0.543481,0.80112,0.353194,-0.351665,0.029063,0.213725,-87.283173,-66.16835,42.204898,15.261544,4.109358,9.673538,0.527121,0.059404,-0.24369
0.201392,-0.11463,0.981151,0.001093,0.001155,0.001844,0.019503,-0.095648,-0.13283,-0.003739,-0.005538,-0.009008,0.000944,0.001308,0.001046,-0.113817,0.066209,0.042657,-59.823118,-53.985703,-6.043574,1.981311,1.79349,0.242636,0.988587,0.694495,0.724575
0.224462,0.962624,-0.019583,0.020008,0.017072,0.032613,-0.613505,-0.013584,-0.135854,-0.004002,-0.010019,-0.007943,0.048056,0.100701,0.034557,-0.251911,-0.066557,0.106273,-93.968833,27.07401,65.489162,3.175965,2.561296,2.353276,-0.082942,-0.808926,0.598186
0.201036,-0.114929,0.981656,0.001081,0.00113,0.001833,0.007536,-0.066647,-0.062096,-0.003615,-0.005648,-0.008683,0.001808,0.001709,0.002555,0.505069,0.780805,0.611889,-59.79,-53.244061,-5.935279,1.600445,1.487527,0.223061,0.978715,0.594079,0.623326
0.201591,-0.114564,0.980469,0.001095,0.001082,0.001906,0.022954,-0.062285,-0.070234,-0.003377,-0.005473,-0.008947,0.000977,0.001266,0.00113,0.062401,0.149265,0.084697,-60.12357,-54.23719,-5.932177,1.560079,1.426039,0.243071,0.97346,0.515422,0.501069
0.500569,0.169828,0.850608,0.009695,0.003955,0.006896,-0.160553,-0.766914,0.033714,-0.002897,-0.004297,-0.008768,0.010682,0.032714,0.01112,-0.343242,0.670143,-0.499333,-89.516132,60.33292,13.522377,2.799626,1.99319,0.489506,-0.934902,-0.929659,0.855157
0.096343,0.245752,0.970337,0.001257,0.00293,0.00232,-0.100992,-0.061739,-0.378691,-0.002753,-0.005196,-0.008873,0.002307,0.001756,0.002292,-0.433527,-0.704294,0.542499,-57.942911,-57.70238,0.659089,1.532407,1.898464,0.204529,0.89389,-0.098804,0.100348
0.206211,0.913627,0.006162,0.418395,0.766828,0.485448,0.37972,0.192394,0.141278,0.060996,0.127354,0.155923,2.005726,2.260055,1.438829,-0.477585,-0.794916,0.424448,-85.360608,13.552548,36.315057,10.837412,7.090623,23.396718,0.369371,-0.269387,-0.506729
-0.005452,0.00533,1.005147,0.004606,0.004562,0.007374,-0.033937,-0.049541,-0.018283,-0.002778,-0.00405,-0.009065,0.000987,0.001191,0.00105,-0.022955,0.126743,-0.052934,-79.88362,-10.606025,-61.591291,2.584245,0.930886,1.972175,0.456209,0.989825,0.387645
-0.0157,-0.003119,1.008278,0.001097,0.001109,0.001812,0.002659,-0.053731,-0.066096,-0.003304,-0.006317,-0.009922,0.000991,0.001154,0.001018,-0.048893,0.04304,0.052831,-49.659418,41.725215,18.233848,1.54047,1.426478,0.639303,-0.957199,-0.94977,0.974622
-0.024774,-0.006447,1.011679,0.002725,0.005742,0.001918,0.022816,0.079858,0.03981,-0.005191,-0.008,-0.009317,0.001022,0.001298,0.002509,0.176923,0.055826,0.031109,-44.826167,57.597487,17.86835,1.156916,1.699342,0.539455,-0.890766,-0.896495,0.834002
0.201648,-0.114736,0.98097,0.001071,0.001143,0.001766,-0.049772,0.021974,-0.059789,-0.003311,-0.005615,-0.008867,0.000995,0.001121,0.001041,0.03663,0.130883,0.095267,-60.099746,-54.218756,-5.916168,1.626704,1.465754,0.212913,0.971084,0.505298,0.54052
0.099975,0.955428,0.067583,0.285075,0.394746,0.299718,0.261507,0.262763,-0.205075,0.014384,-0.140853,0.070532,1.136963,1.056693,0.756976,-0.419291,-0.727792,0.479926,-75.444987,-98.843544,46.140076,15.726716,4.570618,12.602986,0.555624,-0.382298,0.004809
-0.008386,0.00426,1.011785,0.004614,0.004825,0.007584,-0.004978,-0.015927,-0.064495,-0.00474,-0.008311,-0.006722,0.001228,0.001217,0.001043,-0.019031,0.103504,0.031497,-65.716523,6.250127,-42.769416,1.741566,0.806409,1.121729,-0.194724,0.972774,-0.27091
-0.146847,0.281004,0.950203,0.061211,0.098385,0.092989,0.05558,-0.143052,-0.448298,-0.010004,-0.015278,-0.050469,0.39564,0.553148,0.335944,0.633733,0.422486,0.260343,-49.5044,-56.386271,4.499469,2.747533,4.137978,1.815011,-0.253284,0.713138,-0.708685
0.082311,0.361213,0.931819,0.001382,0.001505,0.002073,0.330056,-0.221847,-0.209004,-0.003882,-0.006156,-0.009618,0.001733,0.001357,0.00201,-0.14285,0.29679,0.2954,-81.875786,12.214569,27.214721,2.633986,0.495983,0.914992,-0.759064,-0.98079,0.786523
0.131677,0.444177,0.887947,0.024487,0.049392,0.034428,0.943969,-0.93783,-0.92536,-0.015385,0.00031,-0.007104,0.066106,0.041129,0.016252,-0.888125,0.014917,-0.023442,-66.285494,54.158734,14.107215,1.879399,3.138107,0.515307,-0.023634,-0.814098,0.268482
-0.015806,-0.003094,1.008894,0.0011,0.001102,0.001834,0.024951,0.047435,0.016065,-0.00352,-0.006362,-0.009722,0.000958,0.001042,0.001105,-0.083084,0.122638,-0.005208,-49.57737,41.917244,18.156865,1.316141,1.211888,0.541475,-0.936742,-0.918676,0.922072
-0.009296,0.007382,1.013725,0.013519,0.006301,0.027877,-0.531083,-0.57223,-0.056385,-0.003972,-0.0078,-0.007299,0.01189,0.01735,0.001291,0.96601,-0.26008,-0.279414,-68.111771,-44.724076,-57.094471,1.874575,1.590727,1.513279,0.833623,0.983591,0.787684
-0.022783,-0.003977,1.009046,0.002421,0.003028,0.00177,-0.335907,-0.018989,-0.012144,-0.004472,-0.006675,-0.00919,0.001033,0.001208,0.001538,0.059288,0.319539,0.136431,-46.045595,50.449823,17.653139,1.210671,1.422301,0.518022,-0.972957,-0.922382,0.937516
-0.01618,-0.022609,1.010487,0.00238,0.002593,0.003048,0.164495,-0.087605,0.378047,-0.005421,-0.008617,-0.006386,0.001988,0.001932,0.003238,0.180982,0.642218,0.543492,-60.061445,35.227909,3.818935,1.526975,1.113273,0.238568,-0.875984,-0.15145,0.188125
-0.010242,0.006713,1.014774,0.005075,0.004864,0.007505,-0.071634,0.003215,-0.010507,-0.005777,-0.008659,-0.006327,0.001188,0.001416,0.001195,0.254845,0.239351,0.284927,-65.007377,7.004487,-44.358555,1.675191,0.504043,1.092627,-0.551646,0.982884,-0.527963
0.201627,-0.114924,0.981613,0.001103,0.001101,0.001708,0.011387,0.010731,0.079974,-0.003484,-0.005654,-0.008686,0.000984,0.00126,0.001043,-0.099082,0.103443,-0.057122,-60.195094,-54.384556,-5.974994,0.168352,0.222232,0.193222,0.288516,0.012434,0.147874
-0.007521,0.007868,1.009633,0.003547,0.002606,0.006842,0.065405,-0.444128,-0.060281,-0.003607,-0.00674,-0.008326,0.004306,0.004851,0.001935,0.871745,0.165694,0.141094,-63.394253,-45.200962,-52.823013,2.054153,1.711226,1.63374,0.927536,0.967166,0.857788
-0.212152,-0.168132,0.972005,0.001146,0.001179,0.001659,0.018076,-0.063603,-0.033914,-0.002228,-0.00475,-0.009598,0.00093,0.001043,0.001006,0.028524,0.098879,0.045052,-51.223485,68.697348,9.246894,1.390526,1.873193,0.333457,-0.950989,-0.799748,0.8053
0.253506,-0.039045,0.974024,0.001142,0.001134,0.001782,0.024408,-0.009154,-0.008778,-0.002765,-0.005092,-0.010795,0.000961,0.001029,0.000997,-0.076121,0.041466,0.060156,-82.08533,54.312716,4.234949,2.123722,1.578561,0.219765,-0.970823,-0.436201,0.329184
0.201648,-0.115095,0.980706,0.0011,0.001083,0.001779,0.024376,-0.047499,-0.013562,-0.00339,-0.005749,-0.009074,0.000938,0.001043,0.001022,-0.042016,0.065713,0.050315,-60.16393,-54.362928,-5.971089,0.19311,0.25181,0.189659,0.163951,0.058297,-0.111439
-0.004524,0.004641,1.009235,0.004721,0.005031,0.007252,0.06668,0.032332,0.020135,-0.003981,-0.005868,-0.007675,0.000973,0.000992,0.001018,0.022642,0.074513,0.018428,-85.113232,-1.447605,-65.060076,2.696855,0.303721,2.055694,0.27572,0.993643,0.289382
0.196401,-0.117008,0.990992,0.001143,0.001127,0.001826,-0.000495,0.025219,0.038376,-0.006466,-0.009,-0.008784,0.000944,0.001068,0.001042,0.126886,0.016262,0.055049,-58.94324,-51.267645,-6.377848,1.567445,1.432932,0.278439,0.9728,0.449069,0.463067
-0.007453,0.006115,1.005244,0.001108,0.001162,0.001769,0.036536,0.01146,-0.018276,-0.002005,-0.004343,-0.009076,0.001509,0.001219,0.000989,0.349729,-0.081277,-0.012678,-75.3983,42.63434,-53.187107,1.967099,1.351843,1.304065,-0.89006,0.97746,-0.911285
-0.006796,-0.003098,1.009312,0.004533,0.004592,0.007502,0.075039,-0.014166,-0.076645,-0.003784,-0.005894,-0.010432,0.000944,0.001192,0.000997,-0.01792,0.04868,-0.027611,-54.379215,-25.931924,4.291367,1.694388,1.152538,0.294304,0.754104,-0.475502,-0.170766
-0.012284,0.237052,0.979757,0.008686,0.006593,0.004965,-0.831658,0.289151,-0.338283,-0.004729,-0.008316,-0.009063,0.01773,0.02461,0.004363,0.865189,-0.348093,-0.355706,-81.729466,23.633359,-4.854504,2.623139,1.119841,0.304436,-0.704669,0.44274,-0.58085
0.393575,0.768364,-0.47846,0.008428,0.012231,0.013161,-0.883814,-0.755241,0.785932,0.001477,-0.003857,-0.008809,0.023659,0.023265,0.009173,0.547469,0.594762,0.084077,-102.751443,27.669038,63.136709,3.259823,1.769711,2.025654,-0.392713,-0.979616,0.498331
0.201278,-0.115126,0.980955,0.001118,0.00115,0.001766,-0.004015,-0.092637,0.01667,-0.003668,-0.005893,-0.008974,0.000999,0.001208,0.001032,-0.0812,0.081872,-0.038612,-60.008496,-54.076157,-6.038609,1.58067,1.43637,0.246764,0.972609,0.441709,0.428777
-0.010385,0.005751,1.015832,0.005621,0.00508,0.007624,0.056175,0.026638,-0.055226,-0.005611,-0.008427,-0.006727,0.001251,0.001112,0.001184,-0.100462,0.082585,0.025328,-65.031701,6.803299,-44.406168,1.742432,0.474944,1.196696,-0.462559,0.98048,-0.461139
