raw_acc:3d:mean_x,raw_acc:3d:mean_y,raw_acc:3d:mean_z,raw_acc:3d:std_x,raw_acc:3d:std_y,raw_acc:3d:std_z,raw_acc:3d:ro_xy,raw_acc:3d:ro_xz,raw_acc:3d:ro_yz
0.143251,0.931279,0.046228,0.376238,0.678466,0.418926,0.386096,0.181659,0.042774
-0.015675,-0.003409,1.008631,0.001094,0.001155,0.001801,-0.0472,-0.025414,-0.015706
0.473435,0.176173,0.868526,0.038652,0.04339,0.039723,-0.454235,0.161189,0.133537
-0.032772,-0.186,0.989309,0.001125,0.001118,0.001735,-0.014469,-0.061895,-0.044146
0.001601,-0.016498,1.010921,0.001384,0.001659,0.002067,0.350133,-0.065176,0.027174
0.007284,0.926054,0.360209,0.04796,0.058946,0.049938,-0.300254,0.257382,0.201732
-0.031402,0.053079,1.007002,0.008115,0.014099,0.017064,0.417786,-0.29934,-0.004696
-0.052662,0.007049,1.004185,0.004554,0.00456,0.007155,0.001352,-0.042149,-0.016531
0.066614,0.302549,0.954322,0.001305,0.002992,0.002235,0.209561,-0.153895,-0.438525
-0.009546,0.006351,1.014052,0.00503,0.005305,0.007777,0.035845,0.032843,-0.033839
0.148717,-0.123732,0.990004,0.004642,0.004698,0.00752,-0.021181,0.016345,-0.106135
0.201718,-0.114867,0.980551,0.001114,0.001119,0.001823,-0.01558,-0.033123,-0.048589
-0.011321,-0.017929,1.011416,0.004506,0.005137,0.0071,-0.010247,0.023994,0.019417
-0.100353,-0.257472,0.96786,0.001306,0.001498,0.001842,-0.122944,-0.012386,-0.022509
-0.161719,-0.08161,0.998453,0.004595,0.004744,0.007376,0.018391,0.009328,0.035793
0.296228,0.758566,-0.559335,0.008466,0.012405,0.045326,-0.528611,0.017132,-0.085232
-0.012273,-0.007643,1.011695,0.00141,0.001387,0.003669,-0.018441,-0.203161,0.171722
0.201036,-0.114929,0.981656,0.001081,0.00113,0.001833,0.007536,-0.066647,-0.062096
0.218358,0.044999,0.979832,0.004438,0.004535,0.007224,-0.018752,-0.00416,0.01031
-0.01006,0.005261,1.014741,0.005566,0.005839,0.008203,0.033189,-0.058267,-0.033886
0.20185,-0.115016,0.980533,0.001216,0.001112,0.001804,0.060964,-0.041166,0.022965
-0.016752,-0.009024,1.007442,0.041778,0.060625,0.048481,0.496168,0.263259,0.026696
-0.030933,0.000983,1.010698,0.004883,0.004951,0.009179,-0.073937,-0.07072,0.105856
-0.009594,0.004081,1.012298,0.004816,0.004791,0.007585,0.047686,0.000884,0.060072
0.14761,-0.156003,0.983758,0.004572,0.004443,0.006877,0.046949,0.02336,0.020403
0.130946,-0.172083,0.986365,0.004537,0.004758,0.007068,0.024357,-0.019674,-0.001859
0.16676,0.1224,0.987189,0.004604,0.004607,0.007602,0.014019,0.038025,0.069376
-0.008265,0.005945,1.008926,0.001447,0.002377,0.002984,0.493635,-0.116003,-0.044397
0.201918,-0.11482,0.979993,0.00113,0.001117,0.001789,0.035186,-0.03995,-0.021
-0.006299,0.005064,1.008132,0.002218,0.002723,0.003767,0.178009,-0.088348,-0.006567
-0.022657,0.01139,1.005921,0.06828,0.108831,0.070551,-0.503556,0.044262,-0.475375
-0.003494,0.004714,1.008536,0.002972,0.003218,0.004751,0.116188,-0.158645,0.071987
-0.077539,0.089406,1.007933,0.016754,0.020264,0.023741,-0.789413,0.13421,-0.444676
-0.064015,0.161229,0.991806,0.00256,0.00296,0.004055,0.058388,-0.165544,-0.204557
0.069557,0.401807,0.915958,0.001453,0.001893,0.00214,-0.410655,0.187098,-0.359989
-0.007484,0.006424,1.007569,0.002195,0.002354,0.003607,0.034597,0.064026,-0.047328
0.201625,-0.114716,0.981079,0.001119,0.001108,0.001758,-0.076158,0.011312,-0.006772
-0.006524,0.033018,1.006573,0.001213,0.001252,0.001983,0.010778,-0.091133,-0.076571
0.099286,-0.133909,0.998424,0.001109,0.001151,0.001825,0.028199,-0.051341,-0.052652
0.894436,0.104088,0.431073,0.053705,0.023979,0.077615,0.066395,-0.473482,-0.126238
-0.533197,-0.190621,0.844229,0.031354,0.028838,0.031595,0.648846,0.617731,0.574168
0.117549,0.979385,0.000379,0.067976,0.058196,0.106933,-0.301383,0.132718,-0.212513
0.200474,-0.114979,0.981978,0.001089,0.001164,0.001801,-0.020925,-0.017263,0.017529
0.154727,0.17791,0.977227,0.012024,0.02144,0.018091,-0.391341,0.309166,-0.242504
-0.010203,0.006029,1.014653,0.005273,0.005201,0.007538,-0.000252,-0.009707,0.036644
-0.009645,-0.006879,1.01091,0.005589,0.004973,0.004319,0.270794,-0.072117,-0.028668
0.16393,0.972865,0.016265,0.330378,0.477464,0.365156,0.277818,0.454604,0.068308
-0.123725,-0.153905,0.990365,0.004688,0.004621,0.007216,0.022604,-0.063718,-0.076395
0.933398,0.183867,0.30571,0.002453,0.002525,0.003815,-0.199623,-0.45189,0.029103
0.201465,-0.114977,0.981354,0.001087,0.001132,0.001736,0.00876,0.010952,-0.039785
0.846796,0.20829,0.485477,0.042987,0.081939,0.027582,-0.001321,0.044767,-0.350373
0.200204,-0.114635,0.983105,0.001105,0.001133,0.001843,0.039589,-0.087988,0.007728
0.035567,0.37429,0.919596,0.143165,0.171037,0.358559,0.348256,0.189625,0.072772
-0.141487,0.185328,0.978716,0.071928,0.073735,0.04467,-0.520874,0.613186,-0.569075
-0.012746,0.0,1.008643,0.036956,0.087544,0.025069,-0.139833,-0.142434,0.182674
-0.007807,-0.015845,1.010421,0.001133,0.001121,0.001755,-0.029786,0.050389,0.011901
-0.007941,0.006998,1.010555,0.001458,0.002297,0.003439,0.410358,-0.172176,-0.083079
-0.025058,-0.015906,1.015937,0.003346,0.002808,0.00256,0.356907,0.523501,0.070512
-0.032134,-0.185797,0.987378,0.001141,0.001153,0.001736,0.040371,-0.020951,-0.039763
-0.005294,-0.003141,1.007304,0.002213,0.002161,0.003329,0.008385,-0.043745,-0.035459
-0.004528,0.893889,0.428324,0.0484,0.032976,0.052968,0.012478,0.22894,-0.613177
-0.009915,0.00459,1.015955,0.004907,0.004956,0.007597,-0.069091,0.008531,-0.014903
0.238634,-0.001152,0.976983,0.001076,0.001138,0.001815,-0.001407,0.023175,-0.0231
-0.021161,-0.014819,1.00719,0.001205,0.001302,0.001888,-0.007816,-0.04127,-0.083347
-0.008342,0.004189,1.013272,0.004736,0.004733,0.007474,-0.027148,-0.006239,0.016052
0.644741,0.140991,0.75657,0.006467,0.008531,0.004121,-0.652671,-0.756645,0.473294
0.901356,0.155996,0.406805,0.041271,0.020953,0.019496,0.745858,0.230273,0.464958
0.165685,0.137198,0.984179,0.005051,0.00519,0.008285,0.050442,-0.053304,-0.056027
0.014685,-0.032191,1.004687,0.001708,0.002669,0.005003,0.250988,-0.351255,0.052156
-0.017332,-0.170102,0.992538,0.0011,0.001159,0.001794,0.009446,0.027166,-0.036293
-0.015922,-0.003251,1.009544,0.001102,0.001161,0.001788,-0.038074,-0.023131,0.022097
-0.015724,-0.003615,1.00823,0.001169,0.0011,0.001751,0.016765,-0.05328,-0.040614
-0.067863,0.139265,0.995583,0.00203,0.002257,0.003447,-0.063508,-0.01071,0.026199
0.199174,-0.115325,0.986367,0.001227,0.001173,0.002153,0.085855,-0.149799,-0.16248
0.180911,0.969692,0.072516,0.264467,0.372643,0.278462,0.482886,0.311232,0.025387
0.092144,0.027582,1.002214,0.002172,0.002409,0.003523,-0.056002,0.037993,0.010526
0.167775,0.850879,0.104035,0.374649,0.521855,0.441984,-0.005468,0.034989,-0.199988
0.013369,0.282951,0.962543,0.023356,0.040042,0.025813,-0.609596,0.248271,-0.501245
0.556182,0.110908,0.828322,0.001976,0.00158,0.001993,-0.089935,-0.149109,-0.061281
-0.01417,-0.020239,1.011002,0.003744,0.003707,0.003104,-0.250128,-0.273046,0.481661
-0.006634,-0.00307,1.009895,0.004616,0.004672,0.007442,0.015709,-0.0522,0.029529
-0.042207,0.489521,0.865334,0.104351,0.128658,0.209672,0.16984,0.003037,-0.118338
-0.021316,-0.012489,1.011012,0.002213,0.001931,0.001763,-0.600711,0.025125,-0.016968
0.16757,0.951331,0.080551,0.160948,0.200292,0.243618,0.04762,0.484827,-0.138745
0.197781,-0.115163,0.988823,0.001095,0.001117,0.001798,-0.053195,-0.027529,-0.088085
-0.021509,-0.012595,1.01092,0.002437,0.00211,0.00178,-0.595434,-0.058166,-0.0085
0.050673,0.230986,0.969987,0.128729,0.05764,0.03432,0.561357,-0.39777,-0.548978
0.198557,-0.115483,0.987272,0.00111,0.001195,0.00175,0.026997,-0.019029,0.022003
-0.437912,0.159583,0.891959,0.074269,0.054469,0.067834,-0.903907,0.918686,-0.891557
-0.022991,-0.004009,1.008996,0.002631,0.004165,0.001975,-0.335805,-0.016281,-0.035777
-0.017996,-0.169919,0.992483,0.001122,0.001077,0.001746,0.023363,0.00626,-0.065321
-0.008643,0.005164,1.012107,0.004734,0.0049,0.007044,0.032324,0.027351,-0.035492
-0.017569,-0.170177,0.992846,0.001171,0.001159,0.001842,-0.016843,-0.106174,-0.013519
-0.007432,-0.012875,1.008956,0.004858,0.004741,0.007304,0.025918,-0.008247,-0.006614
0.380062,0.819234,-0.152891,0.095844,0.078085,0.361291,0.076602,0.600242,0.749567
0.165686,0.424042,0.893512,0.001351,0.002196,0.002383,0.04118,-0.196451,-0.261701
0.198087,-0.115251,0.987959,0.001142,0.001191,0.001888,0.016101,-0.076176,0.007073
-0.005335,0.000779,1.008643,0.001105,0.001106,0.001769,-0.019712,-0.103768,-0.021753
-0.006953,0.005899,1.006911,0.001202,0.001462,0.001906,0.235842,-0.066764,-0.062021
0.201013,-0.114794,0.981401,0.001129,0.001177,0.001738,0.015167,-0.025739,0.015932
0.624298,-0.059182,0.786484,0.01929,0.066315,0.011163,-0.102244,0.114386,0.502059
0.670491,0.01135,0.747576,0.006017,0.00995,0.005412,-0.008841,0.182395,0.148155
-0.006744,0.005554,1.004202,0.005173,0.005097,0.007071,0.027208,-0.012119,0.006714
0.028443,0.914897,0.392301,0.061083,0.07404,0.050275,-0.136682,-0.072031,0.280814
0.210535,0.443526,0.873964,0.002664,0.004076,0.003517,-0.022245,-0.286166,-0.558292
-0.009586,-0.00476,1.00623,0.002252,0.001306,0.001917,-0.2173,-0.106219,-0.07889
-0.009834,0.005918,1.014466,0.001358,0.001522,0.003032,0.140074,-0.212507,-0.082801
0.253506,-0.039045,0.974024,0.001142,0.001134,0.001782,0.024408,-0.009154,-0.008778
0.199784,-0.114602,0.984436,0.001126,0.001152,0.001722,0.010138,-0.105386,-0.062919
0.121574,0.252069,0.898646,0.303404,0.219267,0.19364,0.116336,-0.528584,-0.328261
0.153861,0.954481,0.116001,0.274879,0.394513,0.265874,0.202681,0.141339,-0.068106
-0.02433,0.02667,1.004424,0.001919,0.006063,0.00219,-0.666821,0.327035,-0.537581
0.201584,-0.115015,0.979964,0.001135,0.001093,0.001849,0.012185,0.005203,-0.054664
-0.015818,-0.003385,1.009038,0.001064,0.001127,0.001798,-0.033336,0.015763,-0.029732
-0.002481,0.043044,1.007238,0.004581,0.004863,0.007501,0.023324,-0.018951,-0.000961
-0.105968,-0.05334,1.007888,0.001096,0.001153,0.001828,0.046181,-0.038953,-0.01988
-0.006628,0.006377,1.005024,0.005134,0.005855,0.007856,0.064182,-0.054731,0.054785
0.201761,-0.114969,0.980103,0.001116,0.001172,0.001843,0.037302,-0.091022,0.019198
-0.009592,0.005377,1.016304,0.004894,0.004687,0.007596,-0.048631,-0.022495,-0.022574
0.000528,0.051655,1.006636,0.005048,0.005849,0.00774,-0.098477,0.022492,0.013277
-0.094303,-0.235598,0.982982,0.005826,0.008819,0.005339,-0.549514,-0.21075,0.309949
0.273711,-0.147411,0.956954,0.00716,0.00547,0.00362,-0.254324,-0.268867,0.223127
0.414115,0.090162,0.912414,0.002935,0.003095,0.003664,0.129328,-0.082276,-0.055682
-0.020377,-0.012238,1.011534,0.001816,0.001625,0.001769,-0.478561,-0.058812,0.087993
-0.00811,0.00399,1.013656,0.005254,0.005085,0.007935,0.051619,0.035202,0.042288
-0.004685,0.004019,1.00905,0.00462,0.004572,0.007306,0.031728,-0.007434,2.7e-05
-0.008188,0.005151,1.013607,0.004542,0.004819,0.007492,-0.065446,-0.01163,-0.000406
-0.012524,-0.006401,1.014587,0.008592,0.010419,0.008945,0.649363,-0.001274,0.048968
-0.008679,0.058181,1.006386,0.004637,0.004855,0.007183,-0.004534,0.033159,-0.045264
-0.01024,0.004446,1.013634,0.005025,0.005392,0.008633,-0.094402,-0.043882,-0.020687
0.134124,0.967383,0.035108,0.314172,0.501376,0.3833,0.45479,0.2327,-0.048269
-0.007698,-0.005804,1.005592,0.003417,0.002245,0.003692,0.163188,-0.048124,0.061812
0.201628,-0.115014,0.980957,0.001107,0.001132,0.001778,-0.002007,-0.06994,-0.066605
-0.006342,0.006354,1.005174,0.001193,0.001612,0.001937,0.210022,-0.063726,-0.007133
0.201412,-0.11482,0.98096,0.001101,0.001134,0.001823,0.014907,0.010929,-0.043621
-0.006682,-0.002998,1.00902,0.004632,0.004614,0.007354,0.040983,-0.04824,-0.025999
0.014197,0.145537,0.987799,0.050571,0.078421,0.043921,-0.520154,0.09688,-0.305172
-0.006143,-0.002856,1.008524,0.004525,0.004724,0.007598,-0.077847,-0.045981,-0.001653
0.201491,-0.114802,0.980552,0.001109,0.001106,0.001739,-0.0901,0.030797,0.003343
-0.012694,0.923421,0.361746,0.05054,0.063525,0.051706,-0.31672,-0.244289,0.281211
-0.415342,0.101832,0.916336,0.055407,0.056212,0.026144,0.922394,0.277078,0.34229
-0.597687,0.790366,0.053146,0.020848,0.01932,0.076483,0.851984,-0.127725,0.141415
-0.015931,-0.003495,1.009228,0.001087,0.001116,0.00173,-0.039161,-0.037099,-0.00935
0.717702,0.291235,0.634112,0.00515,0.021806,0.010729,0.326746,-0.201549,-0.847263
0.042089,0.200212,0.98734,0.00238,0.003741,0.004439,0.235042,-0.168355,-0.493067
-0.008127,0.005514,1.009519,0.004702,0.006721,0.00655,-0.240133,-0.055394,-0.056985
-0.004824,0.002625,1.004344,0.001103,0.001105,0.00181,0.045655,-0.00304,0.10801
0.21244,0.061054,0.980766,0.001102,0.001131,0.001895,-0.018644,-0.030974,-0.018271
0.129099,0.977341,0.008903,0.133745,0.155158,0.165753,0.159431,0.177467,-0.072724
0.201716,-0.115056,0.980353,0.001126,0.001132,0.001823,0.082323,-0.046974,-0.075271
-0.010094,0.005065,1.014433,0.005296,0.005454,0.007963,-0.00866,-0.023087,-0.046267
0.224462,0.962624,-0.019583,0.020008,0.017072,0.032613,-0.613505,-0.013584,-0.135854
-0.043625,0.00582,1.011153,0.002301,0.002324,0.003366,0.053452,0.038448,0.040079
0.463082,0.613515,-0.619435,0.044703,0.019435,0.026467,-0.692775,0.77977,-0.332833
0.217971,0.045691,0.980165,0.004451,0.004787,0.007378,0.026109,-0.013779,-0.060753
0.721216,0.124103,0.683833,0.005402,0.004727,0.004104,-0.21428,0.133615,-0.497245
-0.020592,-0.01226,1.010225,0.00366,0.002793,0.001973,-0.737218,0.000692,-0.011516
-0.075513,0.335322,0.941016,0.0079,0.023938,0.008812,-0.154546,-0.151652,-0.486592
-0.007775,0.006696,1.008782,0.002609,0.002931,0.004856,0.027948,-0.06493,0.005954
-0.21681,-0.171819,0.971771,0.001089,0.001166,0.001853,-0.006178,-0.032442,-0.025619
0.481488,0.136768,0.870521,0.011372,0.01339,0.010601,0.062446,-0.005812,0.108248
0.191371,-0.046023,0.98654,0.00212,0.002144,0.003343,0.02609,0.047672,-0.067863
-0.007989,0.007032,1.01417,0.004681,0.004895,0.00715,0.035755,-0.023427,-0.062334
-0.032195,-0.185896,0.987835,0.001157,0.001139,0.00188,0.037833,-0.122805,-0.068553
-0.007473,0.004602,1.006748,0.004863,0.004977,0.007319,0.071148,0.003691,-0.043111
-0.016328,-0.003729,1.009851,0.001708,0.001689,0.007924,-0.056031,-0.187834,0.110397
-0.074512,0.30463,0.952084,0.001416,0.001445,0.002187,-0.013284,-0.167092,-0.094039
-0.031577,0.002965,1.008681,0.001109,0.001191,0.002015,-0.003705,-0.13066,-0.065366
-0.008324,0.003953,1.01359,0.005393,0.005034,0.007326,0.014405,0.012522,0.024567
0.201282,-0.114946,0.98106,0.001147,0.001175,0.001945,0.05584,-0.128863,-0.128256
-0.068133,0.00316,1.002836,0.002094,0.001704,0.0025,0.168188,0.016533,0.059099
0.201809,-0.115004,0.979743,0.001081,0.001129,0.001808,0.050756,-0.084847,-0.042861
0.148929,0.165241,0.981106,0.002468,0.00461,0.00359,0.377653,-0.401361,-0.250104
0.087995,0.27657,0.961956,0.005231,0.024556,0.007912,-0.307048,0.567207,-0.851934
0.190656,-0.047069,0.989497,0.002289,0.002225,0.003765,0.129605,-0.083324,-0.150604
-0.015303,-0.003378,1.007656,0.001091,0.001108,0.001836,0.02367,0.025839,0.044059
0.203525,0.971752,0.050453,0.295267,0.431268,0.373517,0.317106,0.465835,0.131803
0.146321,0.968586,0.046009,0.266028,0.536499,0.387628,0.227871,0.102702,-0.054492
0.570299,-0.080128,0.808753,0.047491,0.153785,0.036131,0.025428,-0.053172,0.722925
0.210242,0.062235,0.980889,0.001227,0.001175,0.001763,0.004778,-0.037078,-0.038703
0.017708,0.336036,0.944389,0.001376,0.003235,0.002351,-0.157633,0.000961,-0.462371
-0.008959,0.007013,1.013338,0.007479,0.005095,0.018977,-0.398615,-0.278583,-0.348177
0.827081,0.187391,0.53204,0.014582,0.010665,0.018048,-0.707506,-0.888909,0.683337
-0.007681,0.005114,1.01309,0.004899,0.004881,0.008508,-0.069736,0.013801,-0.114519
0.149955,0.167617,0.979567,0.002572,0.004194,0.003651,0.512739,-0.400433,-0.342013
0.614055,-0.289939,0.745641,0.043514,0.050176,0.045963,0.07719,-0.079107,0.297568
-0.022849,-0.012589,1.011191,0.002214,0.002004,0.001818,-0.375816,0.052936,-0.02137
-0.005238,0.001101,1.008378,0.001084,0.001151,0.001953,-0.038302,-0.020135,0.006014
0.129822,-0.172618,0.98743,0.004525,0.004747,0.006999,-0.043114,0.021469,-0.01813
-0.023259,-0.006002,1.008658,0.001564,0.001962,0.001778,-0.248472,0.040096,-0.043475
-0.020491,-0.005287,1.008842,0.001179,0.001146,0.001858,-0.025461,-0.012148,-0.051942
0.897969,0.06161,0.438716,0.006485,0.006575,0.008748,-0.291879,-0.479208,0.598433
-0.019551,-0.012417,1.009096,0.003169,0.002634,0.001764,-0.462442,-0.072608,0.056358
-0.03551,0.262457,0.973577,0.048473,0.040422,0.038842,-0.69825,0.191005,-0.267232
-0.003959,0.004595,1.009934,0.002426,0.002129,0.003346,-0.022276,-0.050989,0.057695
-0.088863,-0.267447,0.967488,0.001198,0.001346,0.001863,0.068662,-0.031074,-0.089328
-0.017784,-0.169549,0.992119,0.001103,0.001089,0.001823,-0.016024,-0.030205,0.030935
-0.006624,0.004614,1.009887,0.004912,0.00523,0.007893,-0.007182,-0.089705,-0.024012
-0.006603,-0.014423,1.007296,0.001166,0.001097,0.001848,0.072611,-0.091093,-0.038252
0.007845,-0.067632,1.011858,0.001159,0.001174,0.001798,0.038348,0.011223,-0.029076
0.217754,0.04513,0.979708,0.004518,0.004794,0.007221,0.055812,-0.052259,0.003314
0.732294,0.224839,0.64515,0.021688,0.011611,0.021763,-0.28927,-0.820451,0.367723
-0.004264,0.004207,1.011448,0.007164,0.002423,0.007207,0.035425,-0.285342,-0.124116
-0.019806,-0.007385,1.008827,0.063234,0.047988,0.052929,-0.061572,-0.055541,-0.307754
-0.017175,-0.17021,0.992525,0.001134,0.001131,0.001814,0.001583,-0.019396,-0.007052
-0.195308,-0.090435,0.983211,0.001074,0.00111,0.001843,0.104494,0.001602,-0.030763
0.02447,0.123013,0.996661,0.001128,0.001128,0.001915,0.067158,-0.024373,-0.064802
0.627049,0.149649,0.769105,0.017,0.018667,0.010059,0.732859,0.112234,0.231722
0.201675,-0.114629,0.980573,0.001062,0.001233,0.001766,0.024989,-0.046985,0.014367
0.130943,0.952821,0.15328,0.297206,0.520457,0.430193,0.171922,0.243112,0.228964
0.032253,0.428484,0.905682,0.001367,0.002099,0.002229,-0.094889,-0.071311,-0.178107
0.216193,0.953044,0.024334,0.301532,0.57529,0.403826,0.419278,0.175995,0.006633
-0.109971,0.009616,1.002235,0.004571,0.004657,0.007133,0.06632,0.014498,0.080791
-0.009831,0.008468,1.015326,0.005095,0.003525,0.014273,-0.083452,-0.666569,0.020668
-0.159011,-0.079639,0.992798,0.004684,0.004585,0.007094,-0.051524,-0.064122,-0.00966
-0.004401,-0.005414,1.006961,0.002207,0.002208,0.0034,0.040331,0.009412,0.046669
0.064342,0.381071,0.923236,0.01047,0.045527,0.01586,0.219225,-0.006769,-0.644146
0.126358,0.418818,0.789066,0.167478,0.336284,0.28298,-0.14096,0.044261,-0.858515
-0.007872,0.003365,1.013422,0.004687,0.004835,0.007953,-0.022056,-0.068793,0.038181
-0.006467,0.006075,1.004576,0.001138,0.001455,0.001757,0.175598,-0.019227,-0.020542
0.083316,0.983853,0.069607,0.007139,0.003317,0.019821,-0.448393,-0.223354,-0.03602
-0.00783,0.336731,0.946552,0.002065,0.003478,0.003217,-0.306378,-0.24175,-0.148266
-0.011059,-0.017964,1.009915,0.004545,0.004621,0.007932,-0.018265,-0.099115,-0.007027
-0.004961,0.000915,1.00834,0.001138,0.001147,0.001805,0.071277,-0.002031,-0.042695
-0.015506,-0.00333,1.007873,0.001153,0.001088,0.001836,-0.003507,-0.053802,-0.007699
0.003798,0.922306,0.372173,0.039564,0.054372,0.037862,-0.475351,0.053126,0.377225
0.191504,-0.045139,0.98668,0.002161,0.002249,0.003334,-0.010693,0.045289,0.009261
0.007574,0.929004,0.349725,0.068744,0.085785,0.067632,-0.238545,-0.313378,0.084468
-0.000663,0.158723,0.987496,0.12764,0.085312,0.091261,0.182964,-0.52208,-0.187664
0.010714,0.985799,-0.090043,0.042961,0.034356,0.058036,-0.294309,-0.041454,0.099411
-0.008881,0.004155,1.009636,0.005175,0.005575,0.009714,0.067691,-0.060919,-0.01485
-0.008238,0.005878,1.013302,0.005887,0.005082,0.008135,0.058446,-0.034575,-0.072057
-0.015761,-0.003456,1.008752,0.001136,0.001152,0.001923,-0.032666,-0.106453,-0.027451
0.100142,0.192866,0.981188,0.002713,0.006971,0.003759,0.521609,-0.558083,-0.539075
-0.037063,0.913684,0.397907,0.043865,0.063531,0.061647,-0.377916,0.014803,-0.160621
-0.005452,0.00533,1.005147,0.004606,0.004562,0.007374,-0.033937,-0.049541,-0.018283
-0.006909,0.004733,1.006685,0.004808,0.00511,0.007622,0.042901,-0.074825,-0.089358
-0.020752,-0.012348,1.010749,0.003123,0.002561,0.001946,-0.49056,-0.015656,0.077971
-0.005015,-0.006409,1.007744,0.011378,0.014795,0.00556,-0.370705,-0.115512,0.296857
-0.015767,-0.003561,1.008951,0.001099,0.001169,0.001782,-0.080402,0.082727,-0.006831
-0.005166,-0.006454,1.009484,0.002695,0.002596,0.002337,-0.135318,-0.067345,-0.078291
0.098196,0.361686,0.93053,0.001336,0.002054,0.002219,-0.08305,-0.102298,-0.303007
-0.02172,-0.404483,0.927858,0.001183,0.001169,0.001834,0.043603,-0.027619,0.048193
-0.083358,0.001227,1.00591,0.004662,0.005123,0.007486,0.029311,-0.036791,-0.062948
-0.009218,0.005178,1.013529,0.001162,0.001335,0.001951,0.099165,-0.02695,-0.064355
-0.009014,0.005144,1.013161,0.001754,0.002782,0.002813,0.334007,0.006569,-0.127825
0.04755,0.22906,0.956894,0.162786,0.231404,0.137918,0.309152,-0.241083,-0.352587
-0.006242,0.005291,1.007879,0.002072,0.002326,0.003477,0.055378,-0.033078,0.00931
0.889033,0.097484,0.44836,0.009535,0.025167,0.022532,0.461142,-0.89121,-0.686487
-0.054615,-0.015525,1.009498,0.004991,0.004928,0.007427,0.007401,-0.04843,-0.00366
0.011782,0.982604,0.058473,0.081333,0.047317,0.121729,-0.189971,0.019017,-0.078005
-0.191489,0.016915,0.989654,0.001119,0.001129,0.001838,-0.009489,-0.048965,-0.021358
-0.005685,0.005019,1.007494,0.00219,0.002225,0.003331,0.007477,0.032073,-0.016741
0.212523,0.061408,0.981215,0.001159,0.001188,0.001849,0.002566,-0.08527,-0.115558
-0.008206,0.003889,1.013029,0.00486,0.004725,0.00758,-0.016117,0.00503,0.044188
-0.006835,0.004781,1.004199,0.00117,0.001835,0.002049,0.256274,-0.04596,0.032692
0.316814,0.023318,0.955209,0.012228,0.0106,0.010724,0.312072,0.160792,0.00312
-0.005785,0.004829,1.009857,0.002207,0.002246,0.003566,0.034786,0.049077,0.031523
0.200803,-0.115075,0.981558,0.001056,0.001089,0.001803,0.027934,-0.018741,-0.053489
-0.225875,0.245756,0.94514,0.076949,0.069653,0.035237,-0.060463,0.372438,-0.632853
-0.009165,0.004958,1.013223,0.001213,0.001381,0.001936,0.19878,-0.114284,0.008994
0.006176,0.382452,0.887185,0.108105,0.241832,0.13444,-0.026392,0.18018,-0.678782
0.026547,0.450898,0.886514,0.083315,0.098132,0.07915,-0.464549,-0.329283,-0.23063
-0.033027,0.803295,0.1389,0.166567,0.367535,0.431659,0.163487,-0.0494,-0.910616
0.046198,0.9207,0.366964,0.055191,0.071909,0.056148,-0.076225,0.142297,0.087833
0.200225,-0.114749,0.983219,0.00114,0.00111,0.001926,0.03685,-0.076649,-0.057582
-0.034733,-0.000827,1.012661,0.004802,0.004785,0.007505,-0.052485,-0.014322,-0.003949
0.630057,0.119609,0.772937,0.048881,0.093299,0.042671,-0.288071,-0.257135,-0.089518
0.201398,-0.115105,0.980871,0.001117,0.001144,0.001714,-0.003441,-0.023752,0.033716
-0.006028,0.006084,1.008438,0.00235,0.002983,0.004274,0.198689,-0.085347,-0.037403
-0.273411,0.95035,-0.085841,0.008741,0.005405,0.008234,0.10143,0.247191,0.219953
-0.015617,-0.003063,1.008334,0.0011,0.001197,0.001713,0.018526,-0.036751,-0.002426
-0.005146,0.005074,1.00992,0.004504,0.004641,0.007342,0.034147,-0.007115,0.03417
0.201631,-0.114865,0.980066,0.001097,0.001108,0.001741,0.025545,-0.091565,-0.01096
0.838327,0.170429,0.51779,0.023241,0.038449,0.018476,-0.236297,-0.73519,0.370385
-0.032497,-0.186099,0.988587,0.001131,0.001174,0.001708,0.014742,-0.018693,-0.016174
0.138152,-0.092388,0.997934,0.001152,0.001195,0.001875,0.067038,-0.039364,0.010073
-0.007235,0.005603,1.00483,0.042752,0.023119,0.002366,-0.748604,-0.02773,-0.026232
0.143563,0.964868,0.090269,0.197957,0.271622,0.208253,0.379497,0.100399,-0.083983
-0.145499,0.219148,0.97227,0.035528,0.030022,0.027334,0.416309,-0.104089,-0.270535
-0.543722,-0.077921,0.853419,0.010084,0.005964,0.009444,0.043258,0.123284,-0.339849
-0.010409,0.005629,1.015672,0.004959,0.004879,0.007456,0.031731,0.070073,-0.018868
-0.025,-0.006432,1.010005,0.00188,0.002236,0.001903,-0.178283,0.042679,-0.018381
0.751642,0.164061,0.643575,0.00382,0.002577,0.00423,0.052393,0.122071,-0.066739
-0.009185,0.006369,1.014497,0.003205,0.003708,0.00437,0.068311,-0.046207,-0.135302
-0.006106,0.104006,1.000265,0.00147,0.003178,0.002538,0.417012,-0.319791,-0.346963
0.007377,0.319158,0.952706,0.001457,0.002669,0.002248,-0.392532,0.134384,-0.417776
-0.014587,-0.016962,1.011092,0.003563,0.003426,0.002955,-0.112835,-0.190656,0.506438
0.201571,-0.115004,0.980267,0.001114,0.001074,0.001699,-0.027863,-0.00487,0.012358
0.711155,-0.210619,0.678077,0.00572,0.007197,0.004141,0.38973,-0.115113,0.380681
